Country,State,District,Year,"Enrolled Trainees Under Craftsmen Training Scheme (UOM:Number), Scaling Factor:1","Institutes For Training Under Craftsmen Training Scheme Scheme (UOM:Number), Scaling Factor:1","Seating Capacity Of Training Centers (UOM:Number), Scaling Factor:1"
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2015",2560,10,2200
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2015",528,3,576
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2015",1224,10,1980
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2015",133,2,216
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2015",243,2,424
India,Punjab,Moga,"Financial Year (Apr - Mar), 2015",153,3,428
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2015",2391,17,2888
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2015",711,15,1124
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2015",533,4,640
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2015",2091,17,2384
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2015",901,8,1080
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2015",981,7,960
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2015",557,6,540
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2015",77,1,84
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2015",202,2,216
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2015",88,2,156
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2015",6454,47,6564
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2015",1430,11,1544
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2015",3792,27,4424
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2015",3523,21,3356
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2015",162,2,224
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2015",3106,19,3792
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2015",2456,19,3252
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2015",5412,33,7180
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2015",6721,50,7708
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2015",3343,24,3376
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2015",485,5,528
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2015",1983,15,2288
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2015",8959,94,10832
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2015",1609,16,1748
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2015",570,5,628
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2015",2263,17,2204
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2015",2385,13,2808
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2015",244,2,224
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2015",3646,33,3812
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2015",1897,12,1712
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2015",700,4,628
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2015",5502,35,4920
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2015",600,5,544
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2015",1913,9,2176
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2015",0,0,0
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2015",7372,44,7096
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2015",62,1,76
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2015",0,0,0
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2015",0,0,0
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2015",0,0,0
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2015",489,1,596
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2015",2138,20,3258
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2015",442,4,608
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2015",2136,10,2668
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2015",3845,24,4572
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2015",1338,8,1504
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2015",659,3,596
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2015",2043,9,1688
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2015",1826,10,1676
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2015",3944,23,5168
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2015",10163,44,12240
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2015",4781,19,6408
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2015",5191,35,8188
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2015",0,0,0
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2015",6406,23,5604
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2015",6025,26,5788
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2015",9193,94,8628
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2015",6966,95,8552
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2015",90,1,72
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2015",5480,61,10452
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2015",3484,36,5226
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2015",3800,61,7268
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2015",1951,37,3664
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2015",1195,14,1968
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2015",0,0,0
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2015",703,9,912
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2015",2365,20,3652
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2015",4125,35,5524
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2015",2361,13,1980
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2015",3138,28,3848
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2015",971,5,880
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2015",120,2,136
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2015",0,0,0
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2015",2058,20,2096
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2015",77,1,144
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2015",0,0,0
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2015",576,4,624
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2015",234,1,248
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2015",908,8,1212
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2015",24,1,36
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2015",98,1,80
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2015",2021,8,1776
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2015",203,1,184
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2015",58,1,80
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2015",2759,20,3172
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2015",3021,9,3636
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2015",6821,68,6336
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2015",0,0,0
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2015",76,2,92
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2015",517,9,600
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2015",1712,21,2964
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2015",8556,20,10348
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2015",10885,72,16248
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2015",1806,11,1632
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2015",63,1,52
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2015",1270,6,1500
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2015",549,7,798
India,Telangana,Medak,"Financial Year (Apr - Mar), 2015",811,3,820
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2015",217,1,192
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2015",635,7,776
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2015",174,3,168
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2015",2754,15,2680
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2015",0,0,0
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2015",4650,60,4396
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2015",2659,11,2612
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2015",2735,19,3396
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2015",7148,69,9412
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2015",3801,22,3720
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2015",2847,26,2828
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2015",2840,16,2528
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2015",2701,15,3556
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2015",2291,9,1900
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2015",1839,27,1956
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2015",1327,15,1256
India,Telangana,Yadadri Bhuvanagiri,"Financial Year (Apr - Mar), 2015",123,2,144
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2015",189,3,352
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2015",2501,22,2932
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2015",8164,53,7168
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2015",335,2,276
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2015",1468,12,1216
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2015",903,5,1068
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2015",1958,15,2016
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2015",6979,70,5880
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2015",0,1,16
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2015",903,12,1308
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2015",1453,12,1868
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2015",708,2,612
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2015",224,1,336
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2015",445,4,688
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2015",933,5,948
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2015",84,1,192
India,Uttar Pradesh,Ballia,"Financial Year (Apr - Mar), 2015",1322,6,1424
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2015",7717,38,10876
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2015",3331,21,3540
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2015",560,3,764
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2015",1296,16,1540
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2015",1176,11,1216
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2015",1459,11,1788
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2015",174,2,184
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2015",206,5,524
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2015",4368,35,4936
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2015",133,2,124
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2015",22,1,52
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2015",1450,12,1788
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2015",2068,18,2784
India,Uttar Pradesh,Etawah,"Financial Year (Apr - Mar), 2015",1456,17,2524
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2015",1031,11,1120
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2015",4603,26,3976
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2015",1052,7,1164
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2015",1372,2,1804
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2015",299,3,528
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2015",3195,29,4564
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2015",40474,303,41216
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2015",11268,95,14194
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2015",18170,132,16764
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2015",1181,2,1000
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2015",17,1,40
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2015",0,1,64
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2015",4745,35,5516
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2015",6051,26,6816
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2015",21093,102,18572
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2015",12124,46,10224
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2015",12630,70,14252
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2015",5989,24,4984
India,Uttar Pradesh,Kasganj,"Financial Year (Apr - Mar), 2015",167,2,144
India,Uttar Pradesh,Kaushambi,"Financial Year (Apr - Mar), 2015",560,2,708
India,Uttar Pradesh,Kheri,"Financial Year (Apr - Mar), 2015",2090,15,2432
India,Uttar Pradesh,Kushi Nagar,"Financial Year (Apr - Mar), 2015",408,3,448
India,Uttar Pradesh,Lalitpur,"Financial Year (Apr - Mar), 2015",9656,63,9336
India,Uttar Pradesh,Lucknow,"Financial Year (Apr - Mar), 2015",4185,23,4300
India,Uttar Pradesh,Mahoba,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Mahrajganj,"Financial Year (Apr - Mar), 2015",72,1,216
India,Uttar Pradesh,Mainpuri,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Mathura,"Financial Year (Apr - Mar), 2015",159,1,200
India,Uttar Pradesh,Mau,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Meerut,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Mirzapur,"Financial Year (Apr - Mar), 2015",107,1,264
India,Uttar Pradesh,Moradabad,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Muzaffarnagar,"Financial Year (Apr - Mar), 2015",42,1,32
India,Uttar Pradesh,Pilibhit,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttar Pradesh,Pratapgarh,"Financial Year (Apr - Mar), 2015",350,3,476
India,Uttar Pradesh,Prayagraj,"Financial Year (Apr - Mar), 2015",28,1,36
India,Uttar Pradesh,Rae Bareli,"Financial Year (Apr - Mar), 2015",1655,7,1844
India,Uttar Pradesh,Rampur,"Financial Year (Apr - Mar), 2015",2698,12,3500
India,Uttar Pradesh,Saharanpur,"Financial Year (Apr - Mar), 2015",5368,27,5000
India,Uttar Pradesh,Sambhal,"Financial Year (Apr - Mar), 2015",2282,15,2220
India,Uttar Pradesh,Sant Kabir Nagar,"Financial Year (Apr - Mar), 2015",4230,14,3980
India,Uttar Pradesh,Shahjahanpur,"Financial Year (Apr - Mar), 2015",2261,19,4352
India,Uttar Pradesh,Shamli,"Financial Year (Apr - Mar), 2015",1154,8,1412
India,Uttar Pradesh,Shrawasti,"Financial Year (Apr - Mar), 2015",2231,14,3044
India,Uttar Pradesh,Siddharth Nagar,"Financial Year (Apr - Mar), 2015",1085,13,2228
India,Uttar Pradesh,Sitapur,"Financial Year (Apr - Mar), 2015",214,3,188
India,Uttar Pradesh,Sonbhadra,"Financial Year (Apr - Mar), 2015",681,8,680
India,Uttar Pradesh,Sultanpur,"Financial Year (Apr - Mar), 2015",222,1,240
India,Uttar Pradesh,Unnao,"Financial Year (Apr - Mar), 2015",253,4,292
India,Uttar Pradesh,Varanasi,"Financial Year (Apr - Mar), 2015",148,2,176
India,Uttarakhand,Almora,"Financial Year (Apr - Mar), 2015",136,2,144
India,Uttarakhand,Bageshwar,"Financial Year (Apr - Mar), 2015",223,3,288
India,Uttarakhand,Chamoli,"Financial Year (Apr - Mar), 2015",6593,38,6572
India,Uttarakhand,Champawat,"Financial Year (Apr - Mar), 2015",7871,31,7032
India,Uttarakhand,Dehradun,"Financial Year (Apr - Mar), 2015",4334,21,3736
India,Uttarakhand,Haridwar,"Financial Year (Apr - Mar), 2015",557,3,532
India,Uttarakhand,Nainital,"Financial Year (Apr - Mar), 2015",0,0,0
India,Uttarakhand,Pauri Garhwal,"Financial Year (Apr - Mar), 2015",14427,89,14000
India,Uttarakhand,Pithoragarh,"Financial Year (Apr - Mar), 2015",483,5,808
India,Uttarakhand,Rudra Prayag,"Financial Year (Apr - Mar), 2015",19568,144,18200
